trace_file,trace_idx,ATC_0,ATC_1,ATC_2,ATC_3,ATC_4,ATC_5,ATC_6,ATC_7,ATC,Track2,C7,IO,apdu,EncryptedPIN,AIP,IAD
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1253,122,57,161,198,0,0,0,0,,5413330337554966D25122012916230185,00880000047A39A1C600  7781949F4B81907880BD866E20EF208CDE66EE7CE4E8CBDB655C5BE5A067936EBD06AB0311DAD5557C9976BE4F9A9D529C1A2F389C335FB18FE94F81503FF1713FDC68E52214843A4557475FA6C3286FD01B65F2A412FDA9ABA219A94EA39464F5B2A40022B348E079557D8DDA28D293C1E8184B6AC9761E60B81D529915F0CC6AC0146DBC42B24250B2A2B6D4EEF69CD6424ABC4BA4E8,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1254,187,44,179,108,0,0,0,0,,5413330337554966D25122012916230185,0088000004BB2CB36C00  7781949F4B81909A37431F7FFAC7B537EA32703DBA44412B0787F4C068F1E1491B34ED1B0FF66BCD0A5364107AFF66907412EBD941C4AF63CDB798D0E61353B3ADF39613E3D7C59646E5590F4D9987DEA4EB1EC1897A8901D8784E1D37A22E3445F6C690DB5021E8719EC5785C3DFAD6D7972404A0F05A3FFE57D28C2FC7290ABB57F16481C1C9A4F072BDDFD493C8D66987686E01510D,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1255,119,101,112,200,0,0,0,0,,5413330337554966D25122012916230185,0088000004776570C800  7781949F4B81909FEC470844B1E12AE27D1A0B3C2732F1958AA4AE204801AE2A0261C3FB204342F1C66F8CEA65CDFB27093ECE500C6D51F76A578706A37799C81E7993D1B2E5E2A2EE890581C7274B67F2065AC972003FBB66E45720AE0F595F694EBAF6982D8F360F5C21019D0F6DE7B8384DB0A54CF95B4F01962D40DC5219471E43CBDC73AEC0B03DFA110B4B26EC306D64444B1818,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1256,79,166,241,221,0,0,0,0,,5413330337554966D25122012916230185,00880000044FA6F1DD00  7781949F4B8190AA96285A81E52A388D013BE8714622AAAFD7FDF5DA5D1E9339B13B1E20FCA946C036312514EDBF6FFF939744D252759D2C5C2789A82EC4683D9287B597CEEF5F542BD5D57BBA4A7384082F5722226BF8716017760C46686F6C2C0962EFC85C4E7D3AE565B1B50D98A6CA37161C805884AAFE157C60D88C3EA97268AC85E56449643B3A9940D624171A9F2107B4FB056F,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1257,205,169,226,81,0,0,0,0,,5413330337554966D25122012916230185,0088000004CDA9E25100  7781949F4B8190B9BB357BD35539FAC89E7DFA09A8376C6EDF95D68E81E20C2CAA308903FBC1DD3566F71EC3A873D065789F14E5EE43B53B65283E5381857EFCAE9A1B8B03905B16042B5F35BF23961055845FC912E1EBE79BACE41790C07EC8E4A902C4444B7D268280ADF51AAF4CD86F12FE673693B699CC3EEF968F4E0F232F1C3B26C641824DE8AEACCA77A4459FE88D6194F33CBC,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1258,209,173,163,121,0,0,0,0,,5413330337554966D25122012916230185,0088000004D1ADA37900  7781949F4B819021BEFB9EAF85B59E0C4831296610364B55F4C675F4545CC77CC9B6818ED77764B2680D6D9F62B9729FFA5CA4F116AA4640B6EA7A9F57633AD089EF2FFC670BF7BA3252CDA96E89AD1A9C505753A6C1B44060E088232E47F084434D62C350397466A488B1A12DA5E04B5B6EE63FC17767C09D0251CB0A3BFAAACB50E17DD2E6DED66E3F9B138AFC241720494CC9BAD40C,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1259,26,88,27,245,0,0,0,0,,5413330337554966D25122012916230185,00880000041A581BF500  7781949F4B819091E8F3E3FD0DA4C4D73A4250680264BB9DA343FD9749CB1ECCC571C32640CF41A0519CE9096A4C899F25E98E730BEE21081F64FADB5FF738C8210E4777891951955ADDA45BFC8034618F0FB658D55E9A00FE0E731A11F270DCD882939D401D2D8FFB87430606D5261F0444FD3EEF6B63DD114B807D85133F6CC8DC0E894F9B412D3DE8BA6533ACA4C83006ADCEC7C746,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1260,30,92,220,30,0,0,0,0,,5413330337554966D25122012916230185,00880000041E5CDC1E00  7781949F4B81900DDCEAA52AE97A0CC578F73B93D55A67F39F8777A9BD2B42DD0B1D619D90273327719333D883208E34636BBEB3AD238C579AB1C441E16E51DB9A947D6412A28CBC280E44F02032E4F4210AEF6AF3C17A0B68E0DF0DB7223BCEF63C3FD8FAF889F22E85763C5EA3B486B4F787AB2DB03970515E4E7F6088BD69621C4C9F9CF603839AF0336E6FF27B00690C99D57A7E0F,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1261,95,79,239,196,0,0,0,0,,5413330337554966D25122012916230185,00880000045F4FEFC400  7781949F4B819058E8940A600C081B954B284EB4BEFAF5326BD6E2B8B3B4BB25C9FCE729D8D537AF8A99A297B6678A2ACB8D74F7A5CC677FC888A97B022AAE6813101BCA0EDD65C1A6AD4FDA9346C7816ED99612688003578520B4BADF9202FB9DFDD68CF48B00A94478CA268A56EFDB20D55C9CC8A401F503AA993706A293F142DD6F792B87CA62E5CB18C43752A91D69DAF7669A902A,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1262,55,144,112,217,0,0,0,0,,5413330337554966D25122012916230185,0088000004379070D900  7781949F4B8190B9ADA5D0EE27B05A7C9C37D48958E4FAA68C71C58131CCA1F7EEDC2D218BDF342EFFF78C586FD9F1405315E1AA439FC815CBE303A2FE05AB7EA0989A404871DAF4EDD1B24447571986565BD0009276C7E66C8ACFF48F36677F2CFF364433FF1D233A9C90733FC59980A674CCE4C7C20DE768C647F43F903A2F57EF3A05B2EC83A2438F11A5C619D60CD534AD0812161B,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1263,190,122,86,78,0,0,0,0,,5413330337554966D25122012916230185,0088000004BE7A564E00  7781949F4B819007CAE13FC8C2104A1F528E37FBA440D71B8504212EFBF45EF203DA1363F4ECE3ED1F0CE5EA0F563E9E2F70A97BA4A2A8C162E97CB709A0DA982429EEC5744230C8F60878AE89AD33055F3361DC0471E5DD3A0A305918EAAAEA96A1EAE871625FC6892D2AFA9B7CD75BA7ACEE692379F31E3F9D5F553739F1825342B6F45FE9EAA0B426E2845565DA081C22264E5055D6,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1264,78,240,211,151,0,0,0,0,,5413330337554966D25122012916230185,00880000044EF0D39700  7781949F4B81900C648446A09B37416CEFD51DDDC8B950FF91C0BD41E156ED3014E9373E8716F1E458F8FCEF6F323104787CC319F5A9C247D9E9F434C04B58DD80A850B82D4C987AB3522D4BC7E14685B5533107E619A9FC32E817236C40A580851D1B32D2C50A1C19B72EC5203F4D0DA6B73731080D30E982EB38422DAECF0F3188B1F95C0C5D23FDBE6A22FF29CFE81757F55B218AF1,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1265,215,174,235,9,0,0,0,0,,5413330337554966D25122012916230185,0088000004D7AEEB0900  7781949F4B81904930A798E26AAF2D2C80EB0022AF573B1352039C01F39CED29D498EE78168A20BE0B70CC6C01088AF31028E5BEA89403504478E26708C61808F1DB22A86EF49003DC27EF979DDFC3A51B544399693E4FD52ECDF64979FCCF5C8581FFDE7EE155114A6632E8D80FB3F2A3B1230ED8CA2EADEA8D70CC7038BAB181A0499FEA1FD953915DD549982D4A154E3DD204D01706,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1266,147,231,167,101,0,0,0,0,,5413330337554966D25122012916230185,008800000493E7A76500  7781949F4B8190AF41F58FB1A3765EE6D0F39BF57EC03CB9B1B176C7FED485E39155F43AC46FC325AE60251D379A9CE8B7FD910884DA97BC555BF0FBE80BC6A2E7454A01861FABBCF2EC568030953505CF6A02535C99E8B9286862F893969C934DC6D32928F320DBE0EC62DACE872A5F9DD6085DEDF964DD0A33D56C822A6C3668DE8E9B932D0E7229D439B361149D49FD851305192A0F,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1267,55,185,197,66,0,0,0,0,,5413330337554966D25122012916230185,008800000437B9C54200  7781949F4B819035F0541344F562264582527899392863731D67AA1D989D64ADF76FEEA9C8CB8DE30AE1CF1E0FF6AB68B6BCFDFED8AA9A6C84CB13D2E35337FF54D9AA40DC733D23EDDCD53C9D08F628CB536D3AAB1248C351CC95784A3E7BAA526CCA83975963733F3EC49E2036C74F6F5A1EC66E33831644FD2E689A42278F9A6BEDCF235BBCF0DDFAF5CDFE6A67015C321C6BC5FE3F,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1268,77,233,152,213,0,0,0,0,,5413330337554966D25122012916230185,00880000044DE998D500  7781949F4B819095CA5D5B7A8300A9596910E12158E3D57B62DFF00524F6D92EB443CF8F6CEDAA5F2FFE07625A57225AC4CE5937C5BDB1D8981E4DAB7233C420850754634C8531FB997EEAAC1FD59229FFE190CE8D6CF4C99DB67C04EC1821968424BA5C6803F7D365BF18DF2D5C2AF16F97F7F68B79B43BD435CD7636870C5D40752FBEF54C6395111ABE67142416FC3311EF9E206F5C,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1269,9,34,85,49,0,0,0,0,,5413330337554966D25122012916230185,00880000040922553100  7781949F4B8190195B9C72918F5FC184A51552B8E7B0FA9EF82A2BF1633A1441DC00AE0F57EDBF3FAB57D8FFB4133126F9792F9DD8A41137D3A7551EF6F3C75D840DD78AD922427F7CE7CFAD0D9C62C0C812D19C8B5CE57BF247E62437D2267D5D8A36F86AD005C397868229DFF0C0BF74589351719281D979F5FEF229CBA6A5CE53845D8002DEF8275A066B5F686CBE8019C4F80DD40D,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1270,99,106,136,226,0,0,0,0,,5413330337554966D25122012916230185,0088000004636A88E200  7781949F4B8190730C34F87C08FC01AF73F8505A1D716410DED133987B33F9E19A94EC4476D2D6029FB75320149AFB0AB99E007C7D9691FC0D571A7BE7A87415BEAA1C5008F2919429DCBDD614878597FFF2A128AA67B7DA78692D838EE4A751AC418CF0E4684EDE321C8D7019F6E4EC02D99A472B1514A4650CFB7695AF88D79143FA16ADE677D0CB02DD076DABDCF6E855496DCECDBC,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1271,56,215,216,250,0,0,0,0,,5413330337554966D25122012916230185,008800000438D7D8FA00  7781949F4B8190506BD17B3DD582AAD14275ABE9002E07EAFDC00CBF211115CEEF4B0B38CCB1AA34683B9D851F09649F37618190824A3887C1A866DAB7C102E7D85F5B647366446D1C7736CC7FBF248EFD3C91885ABE848F35DF907C13CE2D554F19BF836F35C280D8E53B9BE105276C2F0EAA59A089BDE906BEDB0D6220B548BCBC3158089ED6207E479F609CDB082ED3E40C001406DB,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1272,244,16,149,86,0,0,0,0,,5413330337554966D25122012916230185,0088000004F410955600  7781949F4B81909D3B7702D74B181C1CF0E0A9F231DFB93C9EDDFB374822C9832FBB0D9E948DF7436B6DE1ECC24BC3F33A6553728C336E3335DFA9B8E6CC118C6B39BA85BDC88B50EEF48F09F4661A2C94EFFB0927834E59E6556698364BB07A2B384D7F1459743F9CC1EFAF47B58EFD4441EA5406B8C2BBDFDD37847867EDD2D0EDF2EF0996D1EF677DA75976910C2B96B0149A0EE7E6,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1273,147,254,127,91,0,0,0,0,,5413330337554966D25122012916230185,008800000493FE7F5B00  7781949F4B81909BAB6D042EEB017946D355F9BEA35A96BC8679BC186A291821FE053072E0E5AE45114F2622E29BC93F2C33D2E1B67480F5B03F1B74010CD73349CCEC6CAED585F6A43B1802B8962684C90E18658E2F867DF464D7395C476FE851540B17F59AB376A729F481871FED46C97AF95F613DA237A38B62549E97E3AB90F49A994E97F5088106FF397A554C839055C830C62B79,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1274,79,55,59,183,0,0,0,0,,5413330337554966D25122012916230185,00880000044F373BB700  7781949F4B8190646FE14AF10547ED1B8E4352C4230746D3BBB35F67A7C86B1DA0D34CD90BB843A917155814DFDC4E54BAC517F7327C76A4FF14327D9D71F66B6A48193F74623709E695B83898ED6A46035C0985DE7DD6D467663F79E179B37690F56D431478A4F48D339F2E299CC01FC9421A4E54520CC1ABCE82F3EF1D795B2E0E3E81D1A10C025AA5055DD8CEC522ADA38485001E31,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1275,83,59,253,223,0,0,0,0,,5413330337554966D25122012916230185,0088000004533BFDDF00  7781949F4B8190B0E8771189D7C1E44DE91B65400754BC3955E032B36210297C95914325D7F259BD867DEFA00638CE6A8A9E394421DB86C653ABCE2F8E3169D26C864EAE756B8D12363EEAB1ADD17185A07CFB3BCB715D680F3B93957D709FF5A6B5A1DF90FCDC62BFC352B5ED2E1B983EAA91898A0FFA3441E45B4968712BB202B3D496DB469C406A7FD5C7C12C519A4951A8A624EFFB,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1276,105,107,207,114,0,0,0,0,,5413330337554966D25122012916230185,0088000004696BCF7200  7781949F4B8190440968D28848706B003E0D5E8FB09657D13A34847E50D9BC10865BEC22D4CB42058D8F8556238930F437504B3C88DE0B4EFD357012864D2433AA6FD5176EFE301B35C11E45D3CD8B8B2AB0EE315727D98934380E0D1B6D018218D7BF723D3279029447C765782DF7243EC8444DB445D660A5B75FC1C7CD280AC52570D3D0C7E3455E7F2A52DC1B3BE455D341B9C5961A,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1277,108,111,145,155,0,0,0,0,,5413330337554966D25122012916230185,00880000046C6F919B00  7781949F4B819067DE510430CE9A7DFECF7566B2B1B563D7A1666BD6295B8CB07711B31663DF8F475ACA14C8A557EFEA76838C16383D004C7D90F2B65A773A88F0E581364B9BDD67AF722841BD28073B5CD7C6E98EE3FF60F7E92FBE6F3ECEE8B56F37C4DA1F032078FC65F527C6267AAAEA1EF3A6F39B2C66451E2C0B3156FDE9D3CDC5A1985E5719CE234354CBF3CA5896E8BE4FF02B,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1278,242,122,4,95,0,0,0,0,,5413330337554966D25122012916230185,0088000004F27A045F00  7781949F4B819049636D4E367564C8802BC59B3EB9A45A60612150CC31B65C3A4B53F7A6A9E94F2BB6795360423E36BE70BFB2234E00FA1D92E2B3652748B041E33B27DB6CDCC31AB4E10C520C401A42630223A52F5D68F0341411A00B89B18B098A280FCC51531AF34B526A155F07F5400BCB2BAEB29FCB3B8036B804CB233179ECC1A97A5666B2FE24D995286F9C6464F2B258A4C770,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1279,199,150,55,252,0,0,0,0,,5413330337554966D25122012916230185,0088000004C79637FC00  7781949F4B8190588EF8816B869EFEE8AC6B6EC4D08332A608A5B722967D0B970CAABEDCA0FC15C875EA8DE2EE092C30FC47B1B1F11C896A7D458F1795EBACA040F667A443A3DD3CC87E752D27565A19ED1D99FA0DCE177889819B5E2649A58CFD63619FAC0F72CFBFCF1F684A9B5A0774A471685417D4E02C93D330AA82438A15614EAD90CE3740A0F77795B3959587ACD52A93041E54,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1280,157,3,136,19,0,0,0,0,,5413330337554966D25122012916230185,00880000049D03881300  7781949F4B8190AC608D05644699C3F2D962313962345598AF637A5B1370E9CEC49931B7B8E6827C8BCE11B9B4E85EB4F0FA59D87BB72DA3E0F67B7DD416FF42FB38703641B89B2E3D0D9E6BF1629C06C00A1690A4CBBFB6FD12CF889CD0AD952A43DCF949EBD42E25C54B1EFD83ABA0043C08D2F387009ABDE267D43407EE7B167237498BA530BC627A644202D8DE3B15CA87E0069778,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1281,34,15,250,216,0,0,0,0,,5413330337554966D25122012916230185,0088000004220FFAD800  7781949F4B8190052483CDB710FFC664A6C63F3C3B60BC09DD177A65BB24BF5E08EA6A4B678695244277528E5910E12A99B404B3B2621885269EE850442BB68D408369525AC0AF978E6068E853E54540C6F8E312C850BD97A521FC0D747658786749877E6F38873C115B5450E505959F5B66D05892F0028747A34DA3BDF0D7B13B90A63F7A99CF1ACCEB6B81C0142DE53AE276683DA9F5,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1282,107,185,114,84,0,0,0,0,,5413330337554966D25122012916230185,00880000046BB9725400  7781949F4B8190AEC7F13C1515B8214B0EFBD2638D8AB1CB726A5EFBD56B700446FCD6770E6AF32EA38448B90602A531A2586178DF69767436A7742298311E629D736300AAAB6ACADD75EEA7488971FF94B0BB7A44CF88D21FF8F9F01123A15165B8443820AAA34AB16DF0A56FD5DFBE49B3C11C1778EA5CDDA649281D18FA803F140D043D7DD02FBC437BEF7EAB7780DB5106FDB15627,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1283,111,189,52,125,0,0,0,0,,5413330337554966D25122012916230185,00880000046FBD347D00  7781949F4B81900B34E9BDCDD903E49DC1EDAF9E405312EA79FF435EEE35A441A1358E37BCB37E60BBD4E33BDE2D03B4DDAF4AB33DAD487BCDA8D578E6C1FED7C3890C10E09CD72BEDB24FC8965DDA9DE97DE41916F36ECE153E156ADA971036656F484B63E903918BAF90C664A665BEED49F8B43A0E942CF95CC3E54428968D5278D6C0F0AB859EAC542317918BBEBA86FF7D3642A752,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1284,83,163,241,80,0,0,0,0,,5413330337554966D25122012916230185,008800000453A3F15000  7781949F4B81906CD0099BDF63755FA52F68B10FF806A3ED5BE196097D7ABE87942D30BD1021B305318288BB2C57DA2D138AF3D4161728E23036680258B041584D257B6E39AE231F4DCCDEEAE14014A562C608F25AC333995498E147DCEC8C12A52F1488D228C099D75DBB5CD865B662FE9EB347D88B76BD6613ED136BE6A7C3E48F2CC71A0C7B205D5E084ABB5E4A62A971EFA1C8128C,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1285,227,24,110,153,0,0,0,0,,5413330337554966D25122012916230185,0088000004E3186E9900  7781949F4B819024A3BF1351D060A475019A0CBC49EE1466D26F1A29F611EAFDBF8B27CB60C3DF0B53781E1BA9E88315304F8FB64CEDA67B85F840DD8D5BFDFB963F21CB66901B5031783BFF048E5F48E2E002EB969F9A5E2B63765528A98C0A23A66F6C20AEC348E23E8638C42FCD5AB4799BA1E3F48EE6FABFABB27CF1D482963C69D5038BEC3B6EAEB2BEFD7B7A7200303F43071DBE,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1286,231,29,47,194,0,0,0,0,,5413330337554966D25122012916230185,0088000004E71D2FC200  7781949F4B8190499545191500F36BF9F52C5CCECD5F2FD47D0CD2384B4CBD209DBAFD688E61ABEA571271AD338C8540A8237FFC4F1B246A45D4A4B6731CDFC7A2AB5ACA284B1AF68A44FDB62132B21271AFB8FAA608E32E9CD8B64A7B19AF2BCFAAF4E844083A8E598C3E6231D788CC535B19127850BD1BD5CA5C0D9C59BA6F0D1EE31409018C1D4BF12D9848E55088B76B68B36E3B0C,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1287,40,16,66,103,0,0,0,0,,5413330337554966D25122012916230185,00880000042810426700  7781949F4B81900C48DD96616205C6E1B51D3F9D48A507E6A5F31AB06300D2E6E146201DF1D8BEF1D873B2DCBB3FFF7D3704BFE9699EB377483360E63B031AD5EF164F6D83FBBBEE56D455871FE9374E29FCF4B38F42E7CC88F49B49DE222E33F501B128D5945566A2E0BC9D252832B9F73DFB2BE3379D31DD6C1468126DB080236E2D877A7348FF2391E2D220168DC6C468889B5BEBBE,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1288,203,2,237,149,0,0,0,0,,5413330337554966D25122012916230185,0088000004CB02ED9500  7781949F4B819001EA67768E3C062C6CA8C8D44E62E3A8D6A7C74D783BF5D8C72A9300AEF06CB57414E26DB3E6415614D70AAE42BB9E261E3A74E84F346E2DEDAF62410AA14AAE4587866E155F83A702B6DA6C8D3556DBC611C293164AF4A5718344A85DF4A1467ED1558CFF20A73145856ADD418ACBA27B699DA080663812F7D997846C92C8D5823AC5BE2AC5737C1D08D24B4D3C3B1D,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1289,63,112,165,37,0,0,0,0,,5413330337554966D25122012916230185,00880000043F70A52500  7781949F4B81908E75F59FDEA9EB3599E27E1F409D812B51A2E371849C7FB8EA8CE02A8C44A660B4FC6B7B665A871F967C05632469FDD4D51FCBAF1CF2F69DDD7C237580848D423941AD657F99634EA8CE7966B8115BF8AE22897357A3BCACB5971E9F99343992C48DFEE51D73869ABBF4FDA68D510BFB3A520C1496847D9C39B06185D0FA2562B72142BA0A49FB2490A1B6B83F0CE3F2,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1290,208,230,34,109,0,0,0,0,,5413330337554966D25122012916230185,0088000004D0E6226D00  7781949F4B819048A6F0E9ADDEA61E346145B1C9D3C06F5906F9FF3506AEF3E8FB4B56512343ED0E9F87323437AF7B7FD39095388C798B8D709C66AEDD8B341701BCF437489596D22DE498F903EC429F512816A5F850715EAF76890031331CFB70F64FBFF05023B6962A81626D606DA48ABDC3CCAEAF38B0EB672063A46B9717EAD68191008E382C83B734461E673AAD78B572B8FCD65E,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1291,89,164,57,224,0,0,0,0,,5413330337554966D25122012916230185,008800000459A439E000  7781949F4B8190B4E63E9160D2EF1D0CAF65D5826A4632FCD75845283D68BE9014ED0863A005D827FC09A6E70F62A5EF7DD3191E57923CC8D17FFB95883B6E1CD7328954BD29D60D773ACBC05F969F057CE56FB4F80846B98199174EB51F420FC37B8E60B1A17CD2F4AB220DE8F5F69987AD58BB995330A5A06DA0FBE87980586B0AABC749AA375F96DE8C25DF5AAA71F0A7B3302A887A,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1292,21,221,245,60,0,0,0,0,,5413330337554966D25122012916230185,008800000415DDF53C00  7781949F4B81909B2661877EE96ED136600472919BF1132B253CA90CB351ECFDFA903E44F426FFACBFB14DCB1B51CA973A3A140D6FD61E5D187B03202F0527CFA42A504D3543B83DBFBCD91DB2ACE2F480146364A986BD4F1006DCBFE494A304E4FDC94A8B867CC16675C5681DEC1DCC439D9E3267B2F91CB4031B7E313AAA71908569773D7C9AA8C061C56A093DE39D502EF905649ACD,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1293,237,30,119,81,0,0,0,0,,5413330337554966D25122012916230185,0088000004ED1E775100  7781949F4B81906A3D15BEAF282106B975AB22635ED0B910AD8C22E0147C10D4D9B2EB3F2F00C3DC722EF8224E9532B4B395032002510A369ABCA0ACDEB5559428A4786C7C02A24086F038DF0BAFA29D65B57D961DD886ECECA54952CEFB8A8AF79CDD0A5E53628B3B67C7D50CBC17DE0543A12B68E190B8C6A2B3DE0563C9F0DD64AE63F7D6DE47387989A25E28EE24770BC38FB52F3B,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1294,35,85,98,248,0,0,0,0,,5413330337554966D25122012916230185,0088000004235562F800  7781949F4B819042F5290F4F6739EDC10451B4941BD1D3E6190B28423BA63B21B6AA6860E32FCAE1BA88D23FDD0878A1FE8FE9BE4D22C2A016BE4574BDB8938E2827B9F614BF1D7900321D6963A8D7C5ED3B3C6B89A4CAEA23B26C54A349E632D21305813C0ADDD49E56875EC0C737E5EDD0549054B2A3E52925D1813CF3665F5A42A02F5DEF78823211E45C97A53CCF261093B04A1E3A,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1295,39,90,36,33,0,0,0,0,,5413330337554966D25122012916230185,0088000004275A242100  7781949F4B8190B3F1BF7BEF2C48360084B8D8FEE19F37674D29D077630A883D6CB5C0C4992083CC48EA8237A574E6E3C71D640F0B675CE58CE84D4303216EB030116608EFBC5A3B52F0BF87C94903F890BA246629F75DC9D57744C6E8C0592203DFD7D490627D632395FB338C4C22B51EC6E25BFB3AAFD9A547BBBF07473BEB6F73E84A7B46363D4569C6E598F6819A63EF59019F709A,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1296,112,4,156,157,0,0,0,0,,5413330337554966D25122012916230185,008800000470049C9D00  7781949F4B81906BBBE5FC8581AF00E93D87EF99DC4887536BF2C7C3CE8843E5DC251BB5235A66230CC0579B7844F6D59AB8F756A68B3AD414F9829E7CBD7F1B6D1B998E7B95396F88639072BBD01C3E61382AF192E6E6D802D14FE196738CF516313368540461E45C7A146138DF1A0815970660F7C732E2AD612B7178474AA0A520B590395D4205FA95A260E8C6E462F74702134221BF,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,1297,115,8,93,198,0,0,0,0,,5413330337554966D25122012916230185,008800000473085DC600  7781949F4B8190BC8019327B7E0D4949A5A10FF63FBB7C2CB902A0625BF50805E0ECA9EE7207B700BC2E5BA06F1D079F7A3D93678E6A36306636538BC79B3F3B23F5C26D662570A8C13D3FF39C8B61B7A25DA16155DD4803D531BEFBC045677F41F0756D0C43BB3A44958236F87C01D8A607A962B7D3AC752F8431AAF2A2D5F5199C27BDC6B97FA21D8AD657C29B78A63D5B43D8C873A4,,,,,
